,calib_pred,calib_true,test_pred,test_true
0,0.006042513996362686,0,0.006171971559524536,1
1,0.006733808200806379,0,0.003151153214275837,0
2,0.008831454440951347,0,0.006206766702234745,0
3,0.006655172444880009,0,0.13914687931537628,0
4,0.009071726351976395,0,0.012388444505631924,0
5,0.007406245451420546,0,0.022285953164100647,0
6,0.004520519636571407,0,0.0058278776705265045,0
7,0.013731072656810284,0,0.004864381160587072,0
8,0.00733972666785121,1,0.11908914893865585,1
9,0.0028692628256976604,0,0.002640926744788885,0
10,0.00703866221010685,0,0.009140054695308208,0
11,0.007073661312460899,0,0.010101281106472015,0
12,0.07961342483758926,0,0.005674133077263832,0
13,0.2805138826370239,0,0.004256253596395254,0
14,0.005506515968590975,0,0.00786911603063345,0
15,0.022640736773610115,0,0.010802187956869602,0
16,0.00910386722534895,0,0.002568837720900774,0
17,0.004978651646524668,0,0.007119989488273859,0
18,0.002360503887757659,0,0.027787744998931885,0
19,0.003386245807632804,0,0.0056134476326406,0
20,0.004860356915742159,0,0.004253429360687733,0
21,0.004640156403183937,0,0.5396437644958496,0
22,0.005141706205904484,0,0.0025641846004873514,1
23,0.008263293653726578,0,0.009838065132498741,0
24,0.005222238600254059,0,0.0054643121547997,0
25,0.006982146762311459,0,0.008292253129184246,0
26,0.003634283784776926,0,0.0024559726007282734,0
27,0.00693337619304657,1,0.008178779855370522,0
28,0.005575619637966156,0,0.005409482400864363,0
29,0.005799075122922659,0,0.0054525574669241905,0
30,0.002697146963328123,0,0.00511673791334033,0
31,0.003117843996733427,0,0.011375879868865013,0
32,0.009425798431038857,0,0.006112393457442522,0
33,0.018861552700400352,0,0.007813585922122002,0
34,0.004424343351274729,0,0.005882959347218275,0
35,0.0030533340759575367,0,0.012299801222980022,0
36,0.014247396029531956,0,0.054507333785295486,0
37,0.004325946792960167,0,0.0032055808696895838,0
38,0.005255711730569601,0,0.005119503475725651,0
39,0.0019989782012999058,0,0.008382609114050865,0
40,0.004186750389635563,0,0.010574533604085445,0
41,0.005222902167588472,0,0.011112157255411148,0
42,0.0076356129720807076,0,0.006237436085939407,0
43,0.0023666024208068848,0,0.0035241551231592894,0
44,0.004342449828982353,0,0.04015480726957321,0
45,0.019481297582387924,0,0.017163891345262527,0
46,0.0046186321415007114,0,0.0031893616542220116,0
47,0.06428192555904388,1,0.006624150555580854,0
48,0.004559568595141172,0,0.004661486484110355,0
49,0.004585184622555971,0,0.0038444080855697393,0
50,0.005670047830790281,0,0.5098528265953064,1
51,0.004508936777710915,0,0.00643120938912034,0
52,0.0039219981990754604,0,0.009803098626434803,0
53,0.0033524383325129747,0,0.0021565884817391634,0
54,0.0030430182814598083,0,0.014350317418575287,0
55,0.006429439876228571,0,0.0034747831523418427,0
56,0.004460691008716822,0,0.0037870907690376043,0
57,0.006693751085549593,0,0.00256332871504128,0
58,0.0068635051138699055,0,0.02261779084801674,0
59,0.06987163424491882,0,0.004872581921517849,0
60,0.005868024658411741,0,0.007644336670637131,0
61,0.0033208285458385944,0,0.007761965040117502,0
62,0.009023131802678108,0,0.00756372045725584,0
63,0.038962624967098236,0,0.021177679300308228,1
64,0.019550776109099388,0,0.005321033764630556,0
65,0.006741137709468603,0,0.0037992065772414207,0
66,0.02719108760356903,0,0.0046333977952599525,0
67,0.20411317050457,1,0.003981884103268385,0
68,0.007496590260416269,0,0.002284029731526971,0
69,0.0047780354507267475,0,0.009793845936655998,0
70,0.007619071751832962,0,0.00282574025914073,0
71,0.005270395893603563,0,0.002114985603839159,0
72,0.008718259632587433,0,0.004529889672994614,0
73,0.006015425082296133,0,0.022738605737686157,0
74,0.007595711853355169,0,0.006508378311991692,0
75,0.00619321595877409,0,0.011091092601418495,0
76,0.007577273994684219,0,0.010747378692030907,0
77,0.006289348006248474,0,0.6094695329666138,0
78,0.022067610174417496,0,0.007960503920912743,0
79,0.004645275417715311,0,0.0031200647354125977,0
80,0.006597820669412613,0,0.006334769073873758,0
81,0.0033590325620025396,0,0.005999408662319183,0
82,0.011249656789004803,0,0.002507690340280533,0
83,0.007429955061525106,0,0.00463596498593688,0
84,0.008931807242333889,0,0.7582798004150391,1
85,0.2685931622982025,0,0.4541560709476471,0
86,0.0029023103415966034,0,0.006316812243312597,0
87,0.0036720572970807552,0,0.0055744219571352005,0
88,0.007713346276432276,0,0.011201461777091026,0
89,0.005340902134776115,0,0.003551650093868375,0
90,0.0061226533725857735,0,0.027814628556370735,0
91,0.004076236393302679,0,0.00618697376921773,0
92,0.00711361737921834,0,0.003829892026260495,0
93,0.0034627437125891447,0,0.009605255909264088,0
94,0.0033086196053773165,0,0.004372953437268734,0
95,0.007381524424999952,0,0.009726468473672867,0
96,0.004595156759023666,0,0.009849339723587036,0
97,0.0035049186553806067,0,0.004774386063218117,0
98,0.02731018327176571,0,0.0038835559971630573,0
99,0.003990877419710159,0,0.007368828170001507,0
100,0.004379331134259701,0,0.018122829496860504,0
101,0.7973649501800537,1,0.004482991062104702,0
102,0.006787562742829323,0,0.005913448054343462,0
103,0.007549992296844721,0,0.012101536616683006,0
104,0.04758211597800255,0,0.004490961320698261,0
105,0.01304927933961153,0,0.07405858486890793,0
106,0.01011645421385765,0,0.006143522448837757,0
107,0.0066438340581953526,0,0.003691048128530383,0
108,0.005213238764554262,0,0.010562223382294178,0
109,0.0066583952866494656,0,0.006421923637390137,0
110,0.007853477261960506,0,0.008715021423995495,0
111,0.049630504101514816,0,0.9562801718711853,1
112,0.1687534600496292,0,0.00519455224275589,0
113,0.007281535770744085,0,0.0069657377898693085,0
114,0.012990185990929604,0,0.0031190714798867702,0
115,0.007001407910138369,0,0.0037829892244189978,0
116,0.0033821400720626116,0,0.010214678943157196,0
117,0.00523018091917038,0,0.007474508136510849,0
118,0.010716523975133896,0,0.008811675943434238,0
119,0.013030003756284714,0,0.007237377110868692,0
120,0.01168636605143547,0,0.029259545728564262,0
121,0.022225728258490562,0,0.013294519856572151,0
122,0.0056083048693835735,0,0.28556498885154724,0
123,0.004644792526960373,0,0.006321420427411795,0
124,0.029175786301493645,0,0.004060650710016489,0
125,0.005189075600355864,0,0.0061543104238808155,0
126,0.00771851884201169,1,0.00926203839480877,0
127,0.008059958927333355,0,0.003988529555499554,0
128,0.007038861978799105,0,0.005652945954352617,0
